,name,count,correct_count,correct_mean,correct_std,correct_std_error,correct_instruction_following,correct_correct_logprobs_count,correct_correct_logprobs_mean,correct_correct_logprobs_std,correct_correct_logprobs_std_error,correct_correct_logprobs_instruction_following,correct_incorrect_logprobs_count,correct_incorrect_logprobs_mean,correct_incorrect_logprobs_std,correct_incorrect_logprobs_std_error,correct_incorrect_logprobs_instruction_following,n_comparisons,best_count,best_mean,best_std,best_std_error,best_instruction_following,best_correct_logprobs_count,best_correct_logprobs_mean,best_correct_logprobs_std,best_correct_logprobs_std_error,best_correct_logprobs_instruction_following,best_incorrect_logprobs_count,best_incorrect_logprobs_mean,best_incorrect_logprobs_std,best_incorrect_logprobs_std_error,best_incorrect_logprobs_instruction_following,verdict_model_name
0,all,176,176.0,0.20454545454545456,0.4033690761204284,0.030405088125540162,1.0,36.0,-0.12008673298489916,0.2550338246556071,0.042505637442601184,0.20454545454545456,140.0,-0.041795722887799286,0.18930672308993038,0.015999338246816777,0.7954545454545454,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
1,all,176,,,,,,,,,,,,,,,,1,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,meta-llama/Llama-3-70b-chat-hf
2,-1_all,160,160.0,0.13125,0.33767356648100244,0.0266954393928064,1.0,21.0,-0.18166671485857144,0.30409833115345253,0.06635969624859257,0.13125,139.0,-0.0411830797431072,0.18984812187239586,0.016102707529270014,0.86875,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
3,-1_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
4,-1_c_not_same_model_family,160,160.0,0.13125,0.33767356648100244,0.0266954393928064,1.0,21.0,-0.18166671485857144,0.30409833115345253,0.06635969624859257,0.13125,139.0,-0.0411830797431072,0.18984812187239586,0.016102707529270014,0.86875,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
5,-1_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
6,-1_c_not_name_drop_flag,160,160.0,0.13125,0.33767356648100244,0.0266954393928064,1.0,21.0,-0.18166671485857144,0.30409833115345253,0.06635969624859257,0.13125,139.0,-0.0411830797431072,0.18984812187239586,0.016102707529270014,0.86875,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
7,-1_c_name_drop_any_specific_flag,18,18.0,0.2222222222222222,0.41573970964154905,0.09799078929868855,1.0,4.0,-0.004113197225,0.002687694915126196,0.001343847457563098,0.2222222222222222,14.0,-0.05337300467634786,0.17738906936397372,0.04740922297990481,0.7777777777777778,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
8,-1_c_not_name_drop_any_specific_flag,142,142.0,0.11971830985915492,0.32463184708777776,0.02724249943854844,1.0,17.0,-0.22344401312529413,0.32414511717898553,0.07861673859748065,0.11971830985915492,125.0,-0.03981780815058424,0.19114458069215107,0.017096491038333744,0.8802816901408451,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
9,-1_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
10,-1_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
11,-1_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
12,-1_c_not_same_model_family_not_name_drop_flag,160,160.0,0.13125,0.33767356648100244,0.0266954393928064,1.0,21.0,-0.18166671485857144,0.30409833115345253,0.06635969624859257,0.13125,139.0,-0.0411830797431072,0.18984812187239586,0.016102707529270014,0.86875,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
13,-1_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
14,-1_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
15,-1_c_not_same_model_family_name_drop_any_specific_flag,18,18.0,0.2222222222222222,0.41573970964154905,0.09799078929868855,1.0,4.0,-0.004113197225,0.002687694915126196,0.001343847457563098,0.2222222222222222,14.0,-0.05337300467634786,0.17738906936397372,0.04740922297990481,0.7777777777777778,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
16,-1_c_not_same_model_family_not_name_drop_any_specific_flag,142,142.0,0.11971830985915492,0.32463184708777776,0.02724249943854844,1.0,17.0,-0.22344401312529413,0.32414511717898553,0.07861673859748065,0.11971830985915492,125.0,-0.03981780815058424,0.19114458069215107,0.017096491038333744,0.8802816901408451,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
17,0_all,16,16.0,0.9375,0.24206145913796356,0.06051536478449089,1.0,15.0,-0.033874758361758,0.11787219649634163,0.030434470267414623,0.9375,1.0,-0.12695312,,,0.0625,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
18,0_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
19,0_c_not_same_model_family,16,16.0,0.9375,0.24206145913796356,0.06051536478449089,1.0,15.0,-0.033874758361758,0.11787219649634163,0.030434470267414623,0.9375,1.0,-0.12695312,,,0.0625,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
20,0_c_name_drop_flag,3,3.0,1.0,0.0,0.0,1.0,3.0,-1.1920929e-07,1.6858739467886737e-07,9.733397769982176e-08,1.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
21,0_c_not_name_drop_flag,13,13.0,0.9230769230769231,0.26646935501059654,0.07390530175619407,1.0,12.0,-0.042343418149875,0.13041751182471148,0.03764829277951919,0.9230769230769231,1.0,-0.12695312,,,0.07692307692307693,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
22,0_c_name_drop_any_specific_flag,3,3.0,1.0,0.0,0.0,1.0,3.0,-1.1920929e-07,1.6858739467886737e-07,9.733397769982176e-08,1.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
23,0_c_not_name_drop_any_specific_flag,13,13.0,0.9230769230769231,0.26646935501059654,0.07390530175619407,1.0,12.0,-0.042343418149875,0.13041751182471148,0.03764829277951919,0.9230769230769231,1.0,-0.12695312,,,0.07692307692307693,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
24,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
25,0_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
26,0_c_not_same_model_family_name_drop_flag,3,3.0,1.0,0.0,0.0,1.0,3.0,-1.1920929e-07,1.6858739467886737e-07,9.733397769982176e-08,1.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
27,0_c_not_same_model_family_not_name_drop_flag,13,13.0,0.9230769230769231,0.26646935501059654,0.07390530175619407,1.0,12.0,-0.042343418149875,0.13041751182471148,0.03764829277951919,0.9230769230769231,1.0,-0.12695312,,,0.07692307692307693,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
28,0_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
29,0_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
30,0_c_not_same_model_family_name_drop_any_specific_flag,3,3.0,1.0,0.0,0.0,1.0,3.0,-1.1920929e-07,1.6858739467886737e-07,9.733397769982176e-08,1.0,0.0,,,,0.0,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
31,0_c_not_same_model_family_not_name_drop_any_specific_flag,13,13.0,0.9230769230769231,0.26646935501059654,0.07390530175619407,1.0,12.0,-0.042343418149875,0.13041751182471148,0.03764829277951919,0.9230769230769231,1.0,-0.12695312,,,0.07692307692307693,1,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
32,all,320,320.0,0.596875,0.49052546761100996,0.02742120725682724,1.0,191.0,-0.05300000514469105,0.34933487247756906,0.025276984246783547,0.596875,129.0,-0.008239605518871937,0.04603535989468758,0.004053187434230395,0.403125,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
33,all,320,,,,,,,,,,,,,,,,2,320.0,0.590625,0.4917185265728759,0.02748790128032468,1.0,189.0,-0.05374724021199286,0.35111401919261465,0.025539786833497367,0.590625,131.0,-0.007844898431326871,0.04566386649433762,0.003989670539893082,0.409375,meta-llama/Llama-3-70b-chat-hf
34,0_all,160,160.0,0.9,0.3,0.023717082451262844,1.0,144.0,-0.013188931706176805,0.07809838713504051,0.006508198927920043,0.9,16.0,-0.01572763124259375,0.034851750096969523,0.008712937524242381,0.1,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
35,0_c_same_model_family,16,16.0,0.9375,0.24206145913796356,0.06051536478449089,1.0,15.0,-0.0032840569563826662,0.012107708671533447,0.003126196936372011,0.9375,1.0,0.0,,,0.0625,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
36,0_c_not_same_model_family,144,144.0,0.8958333333333334,0.30547663122114954,0.025456385935095794,1.0,129.0,-0.014340661328245892,0.08233350120018307,0.0072490605752663015,0.8958333333333334,15.0,-0.016776139992099995,0.035749557399289075,0.009230496029448847,0.10416666666666667,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
37,0_c_name_drop_flag,30,30.0,0.9666666666666667,0.1795054935711501,0.03277306934167249,1.0,29.0,-3.2885321379310346e-08,8.221330344827587e-08,1.526662718648017e-08,0.9666666666666667,1.0,-0.0024719238,,,0.03333333333333333,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
38,0_c_not_name_drop_flag,130,130.0,0.8846153846153846,0.31948553318915673,0.028020734893613196,1.0,115.0,-0.016514827930566432,0.08707772718066897,0.008120039928661208,0.8846153846153846,15.0,-0.0166113450721,0.03582074233862768,0.009248875901752794,0.11538461538461539,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
39,0_c_name_drop_any_specific_flag,36,36.0,0.9444444444444444,0.2290614236454256,0.03817690394090426,1.0,34.0,-8.800450535294118e-07,4.647095441621354e-06,7.969702932602645e-07,0.9444444444444444,2.0,-0.0407867419,0.0383148181,0.02709266769843907,0.05555555555555555,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
40,0_c_not_name_drop_any_specific_flag,124,124.0,0.8870967741935484,0.3164744656507836,0.028420245993485593,1.0,110.0,-0.017265238583251272,0.08896201085107035,0.008482194921055602,0.8870967741935484,14.0,-0.012147758291535712,0.0328012698647404,0.0087665081203551,0.11290322580645161,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
41,0_c_same_model_family_name_drop_flag,3,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
42,0_c_same_model_family_not_name_drop_flag,13,13.0,0.9230769230769231,0.26646935501059654,0.07390530175619407,1.0,12.0,-0.004105071195478332,0.013411764972941435,0.003871643058717866,0.9230769230769231,1.0,0.0,,,0.07692307692307693,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
43,0_c_not_same_model_family_name_drop_flag,27,27.0,0.9629629629629629,0.18885257457751053,0.03634469492315986,1.0,26.0,-3.667978153846154e-08,8.602171269744025e-08,1.6870245832189234e-08,0.9629629629629629,1.0,-0.0024719238,,,0.037037037037037035,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
44,0_c_not_same_model_family_not_name_drop_flag,117,117.0,0.8803418803418803,0.32456132557346196,0.030005705163786634,1.0,103.0,-0.017960624831741746,0.09178749104562504,0.009044090229649726,0.8803418803418803,14.0,-0.01779786972010714,0.03679211597406465,0.009833106607814465,0.11965811965811966,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
45,0_c_same_model_family_name_drop_any_specific_flag,3,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
46,0_c_same_model_family_not_name_drop_any_specific_flag,13,13.0,0.9230769230769231,0.26646935501059654,0.07390530175619407,1.0,12.0,-0.004105071195478332,0.013411764972941435,0.003871643058717866,0.9230769230769231,1.0,0.0,,,0.07692307692307693,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
47,0_c_not_same_model_family_name_drop_any_specific_flag,33,33.0,0.9393939393939394,0.2386062992124791,0.04153602526317224,1.0,31.0,-9.652107038709678e-07,4.858310401787535e-06,8.725783070528724e-07,0.9393939393939394,2.0,-0.0407867419,0.0383148181,0.02709266769843907,0.06060606060606061,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
48,0_c_not_same_model_family_not_name_drop_any_specific_flag,111,111.0,0.8828828828828829,0.3215597891454909,0.030521104497993033,1.0,98.0,-0.018876687651141838,0.09400798178201158,0.009496240200531688,0.8828828828828829,13.0,-0.01308220123703846,0.03385944573107685,0.009390920595552911,0.11711711711711711,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
49,1_all,160,160.0,0.29375,0.4554788002750513,0.03600876086975224,1.0,47.0,-0.17497435780737297,0.6763932315300996,0.09866209296637139,0.29375,113.0,-0.007179354088964424,0.04731043639256854,0.004450591480682401,0.70625,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
50,1_c_same_model_family,16,16.0,0.0625,0.24206145913796356,0.06051536478449089,1.0,1.0,-0.47460938,,,0.0625,15.0,-0.010794392873866668,0.0319103244228606,0.008239210337454327,0.9375,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
51,1_c_not_same_model_family,144,144.0,0.3194444444444444,0.46626139809984773,0.038855116508320645,1.0,46.0,-0.16846055297709847,0.6822458733991551,0.10059166615257772,0.3194444444444444,98.0,-0.006626031825969184,0.04922100113654391,0.004972071954348708,0.6805555555555556,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
52,1_c_name_drop_flag,30,30.0,0.5333333333333333,0.49888765156985887,0.09108400680852977,1.0,16.0,-0.06954795834033062,0.23517429566928394,0.058793573917320985,0.5333333333333333,14.0,-0.009419798490511432,0.032605914581438675,0.008714297224725727,0.4666666666666667,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
53,1_c_not_name_drop_flag,130,130.0,0.23846153846153847,0.4261427379835243,0.037375190571790416,1.0,31.0,-0.22938798333874968,0.810183847102694,0.1455133145560938,0.23846153846153847,99.0,-0.0068625235675335355,0.0490270069755802,0.004927399597943527,0.7615384615384615,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
54,1_c_name_drop_any_specific_flag,36,36.0,0.4444444444444444,0.49690399499995336,0.08281733249999222,1.0,16.0,-0.06954795834033062,0.23517429566928394,0.058793573917320985,0.4444444444444444,20.0,-0.0132772142538225,0.0379228019080335,0.008479796296362163,0.5555555555555556,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
55,1_c_not_name_drop_any_specific_flag,124,124.0,0.25,0.4330127018922193,0.03888568855239095,1.0,31.0,-0.22938798333874968,0.810183847102694,0.1455133145560938,0.25,93.0,-0.005867986311575591,0.04899626477397097,0.0050806759792829835,0.75,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
56,1_c_same_model_family_name_drop_flag,3,3.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,3.0,-0.04262498848000001,0.0596301296091263,0.034427471381641345,1.0,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
57,1_c_same_model_family_not_name_drop_flag,13,13.0,0.07692307692307693,0.26646935501059654,0.07390530175619407,1.0,1.0,-0.47460938,,,0.07692307692307693,12.0,-0.0028367439723333333,0.00820225801012094,0.002367787935053044,0.9230769230769231,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
58,1_c_not_same_model_family_name_drop_flag,27,27.0,0.5925925925925926,0.4913518207933925,0.09456070200062597,1.0,16.0,-0.06954795834033062,0.23517429566928394,0.058793573917320985,0.5925925925925926,11.0,-0.00036383758428727275,0.0007927864601686601,0.00023903411156849834,0.4074074074074074,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
59,1_c_not_same_model_family_not_name_drop_flag,117,117.0,0.2564102564102564,0.43665093245965136,0.04036839298621631,1.0,30.0,-0.22121393678337464,0.8223177784935413,0.1501339989061497,0.2564102564102564,87.0,-0.00741780351169908,0.05218583740313543,0.005594909042090852,0.7435897435897436,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
60,1_c_same_model_family_name_drop_any_specific_flag,3,3.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,3.0,-0.04262498848000001,0.0596301296091263,0.034427471381641345,1.0,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
61,1_c_same_model_family_not_name_drop_any_specific_flag,13,13.0,0.07692307692307693,0.26646935501059654,0.07390530175619407,1.0,1.0,-0.47460938,,,0.07692307692307693,12.0,-0.0028367439723333333,0.00820225801012094,0.002367787935053044,0.9230769230769231,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
62,1_c_not_same_model_family_name_drop_any_specific_flag,33,33.0,0.48484848484848486,0.4997703788627467,0.08699885606851798,1.0,16.0,-0.06954795834033062,0.23517429566928394,0.058793573917320985,0.48484848484848486,17.0,-0.008098195272732353,0.029759494208337216,0.007217737528584198,0.5151515151515151,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
63,1_c_not_same_model_family_not_name_drop_any_specific_flag,111,111.0,0.2702702702702703,0.4440993709501346,0.04215204688459753,1.0,30.0,-0.22121393678337464,0.8223177784935413,0.1501339989061497,0.2702702702702703,81.0,-0.006317059250722594,0.05239039562598377,0.005821155069553752,0.7297297297297297,2,,,,,,,,,,,,,,,,meta-llama/Llama-3-70b-chat-hf
64,0_all,160,,,,,,,,,,,,,,,,2,160.0,0.89375,0.30815732589052625,0.02436197568702095,1.0,143.0,-0.013338726745105733,0.07835550172117867,0.006552416225443251,0.89375,17.0,-0.013214496547735292,0.033912348851209584,0.008224952725078285,0.10625,meta-llama/Llama-3-70b-chat-hf
65,0_b_same_model_family,16,,,,,,,,,,,,,,,,2,16.0,0.9375,0.24206145913796356,0.06051536478449089,1.0,15.0,-0.0032840569563826662,0.012107708671533447,0.003126196936372011,0.9375,1.0,0.0,,,0.0625,meta-llama/Llama-3-70b-chat-hf
66,0_b_not_same_model_family,144,,,,,,,,,,,,,,,,2,144.0,0.8888888888888888,0.3142696805273545,0.026189140043946207,1.0,128.0,-0.01451700836097172,0.08263566031602557,0.007304029472161219,0.8888888888888888,16.0,-0.01404040258196875,0.03478978749832348,0.00869744687458087,0.1111111111111111,meta-llama/Llama-3-70b-chat-hf
67,0_b_name_drop_flag,30,,,,,,,,,,,,,,,,2,30.0,0.9333333333333333,0.24944382578492943,0.04554200340426488,1.0,28.0,-5.372932898142857e-05,0.0002789105051570944,5.270913104921926e-05,0.9333333333333333,2.0,-0.0012359619,0.0012359619,0.0008739570407782094,0.06666666666666667,meta-llama/Llama-3-70b-chat-hf
68,0_b_not_name_drop_flag,130,,,,,,,,,,,,,,,,2,130.0,0.8846153846153846,0.31948553318915673,0.028020734893613196,1.0,115.0,-0.016573334811640347,0.08706886156044008,0.008119213205312061,0.8846153846153846,15.0,-0.014811634500766667,0.03579806079053131,0.009243019551216564,0.11538461538461539,meta-llama/Llama-3-70b-chat-hf
69,0_b_name_drop_any_specific_flag,36,,,,,,,,,,,,,,,,2,36.0,0.9166666666666666,0.27638539919628335,0.04606423319938056,1.0,33.0,-0.00024991685057515153,0.0011713062338218096,0.00020389824358999712,0.9166666666666666,3.0,-0.027191161266666666,0.036720064672314985,0.021200339223221527,0.08333333333333333,meta-llama/Llama-3-70b-chat-hf
