,name,count,correct_count,correct_mean,correct_std,correct_std_error,correct_instruction_following,correct_correct_logprobs_count,correct_correct_logprobs_mean,correct_correct_logprobs_std,correct_correct_logprobs_std_error,correct_correct_logprobs_instruction_following,correct_incorrect_logprobs_count,correct_incorrect_logprobs_mean,correct_incorrect_logprobs_std,correct_incorrect_logprobs_std_error,correct_incorrect_logprobs_instruction_following,n_comparisons,question,question_model_name,best_count,best_mean,best_std,best_std_error,best_instruction_following,best_correct_logprobs_count,best_correct_logprobs_mean,best_correct_logprobs_std,best_correct_logprobs_std_error,best_correct_logprobs_instruction_following,best_incorrect_logprobs_count,best_incorrect_logprobs_mean,best_incorrect_logprobs_std,best_incorrect_logprobs_std_error,best_incorrect_logprobs_instruction_following,verdict_model_name
0,all,11,11.0,0.6363636363636364,0.48104569292083466,0.14504073367590284,1.0,6.0,-0.08243815016666667,0.047830779384976964,0.01952683391547103,0.5454545454545454,4.0,-0.925109862,1.1194889589118355,0.5597444794559178,0.36363636363636365,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,meta-llama/Llama-3-8b-chat-hf
1,all,11,,,,,,,,,,,,,,,,1,Amaze me by concisely explaining an important but difficult concept,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,meta-llama/Llama-3-8b-chat-hf
2,-1_all,10,10.0,0.7,0.45825756949558394,0.14491376746189435,1.0,6.0,-0.08243815016666667,0.047830779384976964,0.01952683391547103,0.6,3.0,-1.2141927066666667,1.1561711844900182,0.6675157445946005,0.3,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,meta-llama/Llama-3-8b-chat-hf
3,-1_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,meta-llama/Llama-3-8b-chat-hf
4,-1_c_not_same_model_family,10,10.0,0.7,0.45825756949558394,0.14491376746189435,1.0,6.0,-0.08243815016666667,0.047830779384976964,0.01952683391547103,0.6,3.0,-1.2141927066666667,1.1561711844900182,0.6675157445946005,0.3,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,meta-llama/Llama-3-8b-chat-hf
5,-1_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,meta-llama/Llama-3-8b-chat-hf
6,-1_c_not_name_drop_flag,10,10.0,0.7,0.45825756949558394,0.14491376746189435,1.0,6.0,-0.08243815016666667,0.047830779384976964,0.01952683391547103,0.6,3.0,-1.2141927066666667,1.1561711844900182,0.6675157445946005,0.3,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,meta-llama/Llama-3-8b-chat-hf
7,-1_c_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,meta-llama/Llama-3-8b-chat-hf
8,-1_c_not_name_drop_any_specific_flag,10,10.0,0.7,0.45825756949558394,0.14491376746189435,1.0,6.0,-0.08243815016666667,0.047830779384976964,0.01952683391547103,0.6,3.0,-1.2141927066666667,1.1561711844900182,0.6675157445946005,0.3,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,meta-llama/Llama-3-8b-chat-hf
9,-1_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,meta-llama/Llama-3-8b-chat-hf
